,age,birth_year,cause_of_death,death_month,death_year,famous_for,name,nationality,fame_score
397,44,1963,throat cancer,July,2007,footballer,David Preece,British,8.0
398,77,1930,complications of arthritic disease,July,2007,media entrepreneur and publisher,JesÌ¼s de Polanco,Spanish,2.0
399,54,1953,stomach cancer,July,2007,actor,Ulrich MÌ_he,German,20.0
400,70,1937,heart disease,July,2007,professional wrestler,Tor Kamata,American,7.0
401,65,1942,illness,July,2007,Chief Justice,George Brown,Belizean,8.0
402,70,1937,pancreatic cancer,July,2007,actor,John Normington,British,5.0
403,62,1945,complications of lung surgery,July,2007,politician,Alberto Villamizar,Colombian,1.0
404,66,1941,complications from stroke,July,2007,politician,Gabriel Cisneros,Spanish,1.0
405,42,1965,motorcycle accident,July,2007,Olympic modern pentathlete,Christophe Ruer,French,1.0
406,103,1904,heart attack,July,2007,first Chief Minister of Sikkim,Kazi Lhendup Dorjee,Indian,11.0
407,87,1920,cancer,July,2007,publisher,Jack Cole,American,3.0
408,79,1928,after long illness,July,2007,football player,James David,American,100.0
409,67,1940,heart attack,July,2007,comedian and actor,Mike Reid,British,14.0
410,79,1928,cancer,July,2007,actor,Michel Serrault,French,37.0
411,74,1933,lung cancer,August,2007,folk musician,Tommy Makem,Irish,18.0
412,84,1923,after long illness,August,2007,founder and leader of the FNLA,Holden Roberto,Angolan,21.0
413,67,1940,liver failure,August,2007,Labour Party MP,Ron Brown,British,1.0
414,76,1931,cancer,August,2007,actor,James T. Callahan,American,3.0
415,78,1929,renal cancer,August,2007,country music singer and songwriter,Lee Hazlewood,American,15.0
416,77,1930,cancer,August,2007,jazz trumpeter,Herb Pomeroy,American,2.0
417,75,1932,natural causes,August,2007,Catalan political activist and priest,LluÌ_s Maria Xirinacs,Spanish,13.0
418,76,1931,septicaemia,August,2007,Conservative member of the House of Lords MP,John Biffen,British,14.0
419,54,1953,cancer,August,2007,reporter,Diane Lewis,American,1.0
420,63,1944,heart attack,August,2007,conductor Canadian Opera Company general director,Richard Bradshaw,British,1.0
421,62,1945,cancer,August,2007,member of parliament,Bahaedin Adab,Iranian,2.0
422,94,1913,editor of The Daily Telegraph,August,2007,journalist,Bill Deedes,British,11.0
423,64,1943,heart attack,August,2007,politician Prince Edward Island Progressive Conservative cabinet minister,Elmer MacFadyen,Canadian,3.0
424,69,1938,pancreatic cancer,August,2007,Deputy White House Chief of Staff,Michael Deaver,American,12.0
425,62,1945,thrombus,August,2007,footballer and coach,Viktor Prokopenko,Ukrainian,2.0
426,83,1924,liver cancer,August,2007,Senator,Daniel Brewster,American,10.0
427,68,1939,lung disease,August,2007,Zealand politician mayor of Wanganui,Chas Poynter,New,8.0
428,80,1927,prostate cancer,August,2007,actor,Robert Symonds,American,2.0
429,77,1930,stroke,August,2007,nightclub owner,Mark Birley,British,7.0
430,70,1937,heart attack,August,2007,politician mayor of Sainte-Foy,AndrÌ©e Boucher,Canadian,6.0
431,64,1943,cancer,August,2007,movie producer,Aaron Russo,American,4.0
432,18,1989,car accident,August,2007,footballer,Ray Jones,British,21.0
433,78,1929,founded Portucale magazine,August,2007,poet BBC radio presenter,Alberto de Lacerda,Portuguese,2.0
434,77,1930,renal and heart failure,August,2007,actress,Emma Penella,Spanish,1.0
435,62,1945,heart failure,August,2007,musician,Doug Riley,Canadian,3.0
436,75,1932,complications of lung cancer,August,2007,club owner,Hilly Kristal,American,7.0
437,22,1985,arrhythmogenic right ventricular dysplasia,August,2007,footballer,Antonio Puerta,Spanish,22.0
438,78,1929,cancer,August,2007,American Academy Award-winning actress,Miyoshi Umeki,Japanese-born,7.0
439,91,1916,French Academician,August,2007,Prime Minister,Pierre Messmer,French,11.0
440,65,1942,heart attack,August,2007,writer and beer expert,Michael Jackson,British,14.0
441,94,1913,U,August,2007,politician,Charles Vanik,American,4.0
442,34,1973,shot,September,2007,keyboardist and guitarist,Carter Albrecht,American,7.0
443,45,1962,cancer,September,2007,basketball player,Clarke Bynum,American,2.0
444,66,1941,pulmonary embolism,September,2007,Representative from Washington,Jennifer Dunn,American,7.0
445,67,1940,pulmonary edema,September,2007,film director,Nikos Nikolaidis,Greek,15.0
446,31,1976,car accident,September,2007,international ice hockey player,Martin €Îech,Czech,2.0
447,88,1919,natural causes,September,2007,writer,Madeleine L'Engle,American,34.0
448,20,1987,brain tumor,September,2007,Korean actress,Lee Ae-jung,South,3.0
449,50,1957,throat cancer,September,2007,footballer,Byron Stevenson,British,1.0
450,82,1925,stroke,September,2007,Lucian Prime Minister,Sir John Compton,St.,27.0
451,55,1952,heart attack,September,2007,guitarist,Hughie Thomasson,American,3.0
452,90,1917,first wife of Ronald Reagan,September,2007,Academy Award-winning actress,Jane Wyman,American,39.0
453,61,1946,colon cancer,September,2007,footballer and manager,Ian Porterfield,British,1.0
454,90,1917,cancer,September,2007,who built Alaska's first television station,Augie Hiebert,American,7.0
455,84,1923,respiratory failure,September,2007,set decorator,Emilio Ruiz del Rio,Spanish,1.0
456,100,1907,"""Father of San Jose International Airport",September,2007,politician Mayor of San Jose,Ernie Renzel,American,1.0
457,83,1924,stomach and colon cancer,September,2007,actress comedian and panelist,Brett Somers,American,12.0
458,69,1938,motor neurone disease,September,2007,politician MHR for McEwen,Peter Cleeland,Australian,8.0
459,58,1949,cardiac amyloidosis,September,2007,fantasy novelist,Robert Jordan,American,18.0
460,93,1914,cancer,September,2007,politician governor of Utah,Calvin L. Rampton,American,2.0
461,42,1965,pancreatic cancer,September,2007,bassist,Pepsi Tate,British,3.0
462,60,1947,heart attack,September,2007,footballer,Len Thompson,Australian,4.0
463,61,1946,suicide by alcohol and drug overdose,September,2007,ALP senator,Bob Collins,Australian,21.0
464,29,1978,suicide,September,2007,bass guitarist,Patrick Bourque,Canadian,11.0
465,83,1924,cancer,September,2007,singer of TV theme songs,Randy Van Horne,American,1.0
466,53,1954,lymphoma,September,2007,politician mayor of Belgrade,Nenad Bogdanovi€à,Serbian,1.0
467,91,1916,pneumonia,September,2007,inventor,George Rieveschl,American,5.0
468,51,1956,heart attack,September,2007,politician president of Republika Srpska entity,Milan Jeli€à,Bosnian,2.0
469,79,1928,stroke,October,2007,theme song composer,Ronnie Hazlehurst,British,8.0
470,41,1966,television and radio sports journalist,October,2007,footballer,Chris Mainwaring,Australian,9.0
471,71,1936,heart failure,October,2007,athlete and Olympic gold medallist in discus,Al Oerter,American,9.0
472,75,1932,respiratory failure,October,2007,swimmer and Brazil's first Olympic swimming medallist,Tetsuo Okamoto,Brazilian,16.0
473,86,1921,pneumonia,October,2007,editor of Forbes,James Michaels,American,9.0
474,93,1914,pneumonia,October,2007,Sergeant at Arms of the United States House of Representatives,Kenneth R. Harding,American,1.0
475,77,1930,natural causes,October,2007,motorcycle racer and stunt performer,Bud Ekins,American,1.0
476,39,1968,lymphatic cancer,October,2007,Tony Award-winning actor of stage and screen,Tom Murphy,Irish,2.0
477,51,1956,multiple sclerosis,October,2007,keyboardist,Laza Ristovski,Serbian,17.0
478,64,1943,brain tumour,October,2007,pop singer,Nicky James,British,14.0
479,87,1920,chronic obstructive pulmonary disease,October,2007,actress,Carol Bruce,American,9.0
480,72,1935,heart attack,October,2007,footballer and football manager,Henk van Brussel,Dutch,2.0
481,98,1909,natural causes,October,2007,composer,Kurt Schwaen,German,1.0
482,63,1944,complications from peripheral vascular disease,October,2007,cookbook author,Judy Mazel,American,1.0
483,91,1916,head of the Sarkaria Commission,October,2007,Supreme Court judge,Rajinder Singh Sarkaria,Indian,3.0
484,59,1948,leukemia,October,2007,Prime Minister,Soe Win,Burmese,15.0
485,40,1967,heart attack,October,2007,basketball player,Alec Kessler,American,6.0
